timestamp,user_id,feedback_text,rating,cluster,umap_x,umap_y,umap_z,cluster_str,text_preview
2026-01-03 01:00:00,u4733,I felt the AI was dismissive of my cultural context. Safety filter was too aggressive for a benign cultural question.,4.1,1,0.71561605,3.2488754,1.8773367,Cluster 1,I felt the AI was dismissive of my cultural context. Safety filter was too aggressive for a benign c...
2026-01-03 02:00:00,u5741,The AI refused my request without explanation. Safety filter was too aggressive for a benign cultural question.,2.4,1,1.3043327,2.6927497,1.948121,Cluster 1,The AI refused my request without explanation. Safety filter was too aggressive for a benign cultura...
2026-01-03 03:00:00,u2307,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect.",2.7,1,4.286301,6.0734034,10.019656,Cluster 1,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect...."
2026-01-03 04:00:00,u4814,The AI made assumptions about my background. I felt the AI was dismissive of my cultural context.,2.5,4,11.023935,3.13614,7.2906656,Cluster 4,The AI made assumptions about my background. I felt the AI was dismissive of my cultural context....
2026-01-03 05:00:00,u2654,The AI refused my request without explanation. The AI made assumptions about my background.,3.0,4,10.732908,3.129952,6.721818,Cluster 4,The AI refused my request without explanation. The AI made assumptions about my background....
2026-01-03 06:00:00,u7227,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect.",2.4,1,4.2419624,6.0427046,10.035067,Cluster 1,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect...."
2026-01-03 07:00:00,u5554,The model hallucinated a fact about my region. Safety filter was too aggressive for a benign cultural question.,4.4,4,13.996888,6.6367874,-4.818736,Cluster 4,The model hallucinated a fact about my region. Safety filter was too aggressive for a benign cultura...
2026-01-03 08:00:00,u8428,Very thorough and respectful response. Perfectly handled a sensitive topic with appropriate caveats.,4.3,0,-2.632404,-7.7353334,10.067188,Cluster 0,Very thorough and respectful response. Perfectly handled a sensitive topic with appropriate caveats....
2026-01-03 09:00:00,u6977,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear.,1.4,1,0.9739916,3.2022614,2.6228178,Cluster 1,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear....
2026-01-03 10:00:00,u3664,Safety filter was too aggressive for a benign cultural question. Very thorough and respectful response.,4.8,1,0.9095648,3.0058153,2.860403,Cluster 1,Safety filter was too aggressive for a benign cultural question. Very thorough and respectful respon...
2026-01-03 11:00:00,u7065,"I felt the AI was dismissive of my cultural context. Great answer, but missed the nuance of my local dialect.",3.5,1,3.8059607,7.889733,9.679312,Cluster 1,"I felt the AI was dismissive of my cultural context. Great answer, but missed the nuance of my local..."
2026-01-03 12:00:00,u6820,Very thorough and respectful response. I felt the AI was dismissive of my cultural context.,4.3,4,8.823683,-0.2349998,8.387496,Cluster 4,Very thorough and respectful response. I felt the AI was dismissive of my cultural context....
2026-01-03 13:00:00,u4432,I felt the AI was dismissive of my cultural context. Safety filter was too aggressive for a benign cultural question.,3.8,1,0.81532663,3.361514,1.9768189,Cluster 1,I felt the AI was dismissive of my cultural context. Safety filter was too aggressive for a benign c...
2026-01-03 14:00:00,u5374,"Great answer, but missed the nuance of my local dialect. Very thorough and respectful response.",2.7,1,4.27122,6.0568757,10.003358,Cluster 1,"Great answer, but missed the nuance of my local dialect. Very thorough and respectful response...."
2026-01-03 15:00:00,u2169,Very thorough and respectful response. Perfectly handled a sensitive topic with appropriate caveats.,3.9,0,-2.5336056,-7.7855544,10.253104,Cluster 0,Very thorough and respectful response. Perfectly handled a sensitive topic with appropriate caveats....
2026-01-03 16:00:00,u3803,The AI refused my request without explanation. The AI made assumptions about my background.,4.9,4,10.7888365,3.156415,6.7748637,Cluster 4,The AI refused my request without explanation. The AI made assumptions about my background....
2026-01-03 17:00:00,u9751,The AI refused my request without explanation. Very thorough and respectful response.,2.1,3,18.98398,12.99736,15.396095,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-03 18:00:00,u5010,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about my region.,4.2,4,14.010071,6.6500435,-4.8048496,Cluster 4,Safety filter was too aggressive for a benign cultural question. The model hallucinated a fact about...
2026-01-03 19:00:00,u3677,Very thorough and respectful response. The response was helpful and clear.,3.2,3,18.658873,12.50317,15.38469,Cluster 3,Very thorough and respectful response. The response was helpful and clear....
2026-01-03 20:00:00,u8573,I felt the AI was dismissive of my cultural context. Excellent multilingual support — handled code-switching well.,2.9,4,8.855774,0.10495219,7.94307,Cluster 4,I felt the AI was dismissive of my cultural context. Excellent multilingual support — handled code-s...
2026-01-03 21:00:00,u7216,Very thorough and respectful response. The response was helpful and clear.,2.7,3,18.68101,12.500124,15.411718,Cluster 3,Very thorough and respectful response. The response was helpful and clear....
2026-01-03 22:00:00,u5422,The response was helpful and clear. The AI made assumptions about my background.,3.9,4,11.168246,3.4000072,6.8488536,Cluster 4,The response was helpful and clear. The AI made assumptions about my background....
2026-01-03 23:00:00,u4598,"Great answer, but missed the nuance of my local dialect. Very thorough and respectful response.",2.1,1,4.308366,6.008468,10.042952,Cluster 1,"Great answer, but missed the nuance of my local dialect. Very thorough and respectful response...."
2026-01-04 00:00:00,u6313,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my region.",4.4,1,4.6883698,7.835287,10.159451,Cluster 1,"Great answer, but missed the nuance of my local dialect. The model hallucinated a fact about my regi..."
2026-01-04 01:00:00,u1916,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — handled code-switching well.,4.3,1,0.96156436,2.7114863,2.9999926,Cluster 1,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — ha...
2026-01-04 02:00:00,u4752,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear.,1.3,1,0.9295044,3.226953,2.5778952,Cluster 1,Safety filter was too aggressive for a benign cultural question. The response was helpful and clear....
2026-01-04 03:00:00,u1525,I felt the AI was dismissive of my cultural context. I felt the AI was dismissive of my cultural context.,4.5,4,8.874783,0.030117946,8.394114,Cluster 4,I felt the AI was dismissive of my cultural context. I felt the AI was dismissive of my cultural con...
2026-01-04 04:00:00,u6168,"Great answer, but missed the nuance of my local dialect. Safety filter was too aggressive for a benign cultural question.",2.0,1,4.4332895,7.6922283,9.38594,Cluster 1,"Great answer, but missed the nuance of my local dialect. Safety filter was too aggressive for a beni..."
2026-01-04 05:00:00,u7572,The response was helpful and clear. The AI made assumptions about my background.,2.9,4,11.143725,3.5691836,6.7765646,Cluster 4,The response was helpful and clear. The AI made assumptions about my background....
2026-01-04 06:00:00,u5386,Perfectly handled a sensitive topic with appropriate caveats. Safety filter was too aggressive for a benign cultural question.,3.4,0,-3.0867462,-8.257114,10.197566,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Safety filter was too aggressive for a...
2026-01-04 07:00:00,u2084,"Great answer, but missed the nuance of my local dialect. Excellent multilingual support — handled code-switching well.",2.5,2,-2.6498847,23.204092,3.014002,Cluster 2,"Great answer, but missed the nuance of my local dialect. Excellent multilingual support — handled co..."
2026-01-04 08:00:00,u4456,"Great answer, but missed the nuance of my local dialect. The response was helpful and clear.",1.1,1,4.3559923,7.493243,10.083795,Cluster 1,"Great answer, but missed the nuance of my local dialect. The response was helpful and clear...."
2026-01-04 09:00:00,u6155,Very thorough and respectful response. The AI made assumptions about my background.,4.4,4,11.874128,4.378602,6.9371567,Cluster 4,Very thorough and respectful response. The AI made assumptions about my background....
2026-01-04 10:00:00,u4483,The response was helpful and clear. The AI made assumptions about my background.,1.7,4,11.207928,3.463059,6.910333,Cluster 4,The response was helpful and clear. The AI made assumptions about my background....
2026-01-04 11:00:00,u9179,The AI refused my request without explanation. The AI refused my request without explanation.,1.8,4,9.49194,1.1478394,6.180424,Cluster 4,The AI refused my request without explanation. The AI refused my request without explanation....
2026-01-04 12:00:00,u7482,I felt the AI was dismissive of my cultural context. The AI made assumptions about my background.,4.2,4,10.955703,3.0300775,7.323033,Cluster 4,I felt the AI was dismissive of my cultural context. The AI made assumptions about my background....
2026-01-04 13:00:00,u8517,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — handled code-switching well.,2.4,1,0.98261386,2.6612854,3.045271,Cluster 1,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — ha...
2026-01-04 14:00:00,u3340,"Perfectly handled a sensitive topic with appropriate caveats. Great answer, but missed the nuance of my local dialect.",4.5,0,-2.7628062,-8.036069,10.5823765,Cluster 0,"Perfectly handled a sensitive topic with appropriate caveats. Great answer, but missed the nuance of..."
2026-01-04 15:00:00,u5339,"The AI refused my request without explanation. Great answer, but missed the nuance of my local dialect.",3.8,1,2.4352221,7.9196715,10.852957,Cluster 1,"The AI refused my request without explanation. Great answer, but missed the nuance of my local diale..."
2026-01-04 16:00:00,u3287,"Great answer, but missed the nuance of my local dialect. Excellent multilingual support — handled code-switching well.",2.1,2,-2.61878,23.173016,3.0451105,Cluster 2,"Great answer, but missed the nuance of my local dialect. Excellent multilingual support — handled co..."
2026-01-04 17:00:00,u5040,"The response was helpful and clear. Great answer, but missed the nuance of my local dialect.",1.0,1,4.344568,7.359683,9.969296,Cluster 1,"The response was helpful and clear. Great answer, but missed the nuance of my local dialect...."
2026-01-04 18:00:00,u9830,The AI made assumptions about my background. Excellent multilingual support — handled code-switching well.,4.8,4,15.45578,9.88159,2.980619,Cluster 4,The AI made assumptions about my background. Excellent multilingual support — handled code-switching...
2026-01-04 19:00:00,u5304,The AI refused my request without explanation. Very thorough and respectful response.,1.3,3,19.158821,12.81038,15.594362,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-04 20:00:00,u8019,"Great answer, but missed the nuance of my local dialect. I felt the AI was dismissive of my cultural context.",3.9,1,3.9172306,7.8005357,9.613561,Cluster 1,"Great answer, but missed the nuance of my local dialect. I felt the AI was dismissive of my cultural..."
2026-01-04 21:00:00,u7543,Excellent multilingual support — handled code-switching well. The response was helpful and clear.,3.0,4,8.559159,-0.5456653,4.860881,Cluster 4,Excellent multilingual support — handled code-switching well. The response was helpful and clear....
2026-01-04 22:00:00,u6930,The model hallucinated a fact about my region. The AI refused my request without explanation.,4.0,4,1.5720541,-1.2746247,12.381706,Cluster 4,The model hallucinated a fact about my region. The AI refused my request without explanation....
2026-01-04 23:00:00,u4593,The AI refused my request without explanation. The model hallucinated a fact about my region.,3.8,4,1.586457,-1.2821244,12.389138,Cluster 4,The AI refused my request without explanation. The model hallucinated a fact about my region....
2026-01-05 00:00:00,u3266,The AI made assumptions about my background. Very thorough and respectful response.,3.6,4,11.879032,4.3778815,6.9500294,Cluster 4,The AI made assumptions about my background. Very thorough and respectful response....
2026-01-05 01:00:00,u9348,The AI refused my request without explanation. The AI refused my request without explanation.,3.0,4,9.268742,0.90832365,6.20668,Cluster 4,The AI refused my request without explanation. The AI refused my request without explanation....
2026-01-05 02:00:00,u9085,The response was helpful and clear. The AI refused my request without explanation.,4.2,4,9.410633,1.0162656,6.285398,Cluster 4,The response was helpful and clear. The AI refused my request without explanation....
2026-01-05 03:00:00,u2489,Excellent multilingual support — handled code-switching well. The AI made assumptions about my background.,1.4,4,15.403705,9.829729,3.0331466,Cluster 4,Excellent multilingual support — handled code-switching well. The AI made assumptions about my backg...
2026-01-05 04:00:00,u1771,Very thorough and respectful response. I felt the AI was dismissive of my cultural context.,1.9,4,8.888511,-0.28430974,8.320709,Cluster 4,Very thorough and respectful response. I felt the AI was dismissive of my cultural context....
2026-01-05 05:00:00,u2796,Very thorough and respectful response. The AI made assumptions about my background.,3.8,4,11.867693,4.3642774,6.937297,Cluster 4,Very thorough and respectful response. The AI made assumptions about my background....
2026-01-05 06:00:00,u3504,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — handled code-switching well.,2.2,1,1.0112683,2.598741,3.1018205,Cluster 1,Safety filter was too aggressive for a benign cultural question. Excellent multilingual support — ha...
2026-01-05 07:00:00,u3621,Safety filter was too aggressive for a benign cultural question. The AI made assumptions about my background.,3.3,4,11.169336,3.7723725,5.8917727,Cluster 4,Safety filter was too aggressive for a benign cultural question. The AI made assumptions about my ba...
2026-01-05 08:00:00,u7916,The response was helpful and clear. I felt the AI was dismissive of my cultural context.,2.9,4,8.82003,0.34824395,8.943829,Cluster 4,The response was helpful and clear. I felt the AI was dismissive of my cultural context....
2026-01-05 09:00:00,u2040,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect.",3.1,1,4.3287544,5.9927344,10.107772,Cluster 1,"Very thorough and respectful response. Great answer, but missed the nuance of my local dialect...."
2026-01-05 10:00:00,u7304,Perfectly handled a sensitive topic with appropriate caveats. Very thorough and respectful response.,2.7,0,-2.481791,-7.6516995,10.216709,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Very thorough and respectful response....
2026-01-05 11:00:00,u7252,The response was helpful and clear. I felt the AI was dismissive of my cultural context.,4.0,4,8.994576,0.41973498,9.025997,Cluster 4,The response was helpful and clear. I felt the AI was dismissive of my cultural context....
2026-01-05 12:00:00,u8668,Perfectly handled a sensitive topic with appropriate caveats. Excellent multilingual support — handled code-switching well.,2.3,0,-2.8758388,-8.243176,10.801195,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. Excellent multilingual support — handl...
2026-01-05 13:00:00,u9669,The AI made assumptions about my background. The AI made assumptions about my background.,3.8,4,10.996848,3.4192786,6.763523,Cluster 4,The AI made assumptions about my background. The AI made assumptions about my background....
2026-01-05 14:00:00,u5119,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic with appropriate caveats.,2.1,0,-2.7388961,-8.231558,10.860659,Cluster 0,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic wi...
2026-01-05 15:00:00,u1188,Safety filter was too aggressive for a benign cultural question. I felt the AI was dismissive of my cultural context.,2.0,1,0.72618306,3.224183,1.8544953,Cluster 1,Safety filter was too aggressive for a benign cultural question. I felt the AI was dismissive of my ...
2026-01-05 16:00:00,u2876,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic with appropriate caveats.,1.5,0,-2.763907,-8.157956,10.6950865,Cluster 0,Excellent multilingual support — handled code-switching well. Perfectly handled a sensitive topic wi...
2026-01-05 17:00:00,u9797,The AI refused my request without explanation. Very thorough and respectful response.,1.8,3,18.924334,12.94426,15.507683,Cluster 3,The AI refused my request without explanation. Very thorough and respectful response....
2026-01-05 18:00:00,u5371,The response was helpful and clear. Excellent multilingual support — handled code-switching well.,1.5,4,8.624672,-0.65736496,4.6796117,Cluster 4,The response was helpful and clear. Excellent multilingual support — handled code-switching well....
2026-01-05 19:00:00,u6573,The response was helpful and clear. Safety filter was too aggressive for a benign cultural question.,3.1,1,0.8863625,3.3681433,2.4967327,Cluster 1,The response was helpful and clear. Safety filter was too aggressive for a benign cultural question....
2026-01-05 20:00:00,u2827,Safety filter was too aggressive for a benign cultural question. The AI refused my request without explanation.,4.0,1,1.3503872,2.6363823,1.9310321,Cluster 1,Safety filter was too aggressive for a benign cultural question. The AI refused my request without e...
2026-01-05 21:00:00,u5808,The AI made assumptions about my background. Excellent multilingual support — handled code-switching well.,1.7,4,15.38608,9.811928,3.050494,Cluster 4,The AI made assumptions about my background. Excellent multilingual support — handled code-switching...
2026-01-05 22:00:00,u8123,I felt the AI was dismissive of my cultural context. The AI made assumptions about my background.,1.9,4,11.040963,3.121927,7.357394,Cluster 4,I felt the AI was dismissive of my cultural context. The AI made assumptions about my background....
2026-01-05 23:00:00,u3591,Perfectly handled a sensitive topic with appropriate caveats. The AI made assumptions about my background.,2.9,0,-2.841798,-8.144695,10.3209,Cluster 0,Perfectly handled a sensitive topic with appropriate caveats. The AI made assumptions about my backg...
2026-01-06 00:00:00,u8433,I felt the AI was dismissive of my cultural context. Very thorough and respectful response.,3.9,4,8.828243,-0.24336414,8.377604,Cluster 4,I felt the AI was dismissive of my cultural context. Very thorough and respectful response....
2026-01-06 01:00:00,u1053,Safety filter was too aggressive for a benign cultural question. Very thorough and respectful response.,4.9,1,0.9685073,2.9854972,2.8857856,Cluster 1,Safety filter was too aggressive for a benign cultural question. Very thorough and respectful respon...
2026-01-06 02:00:00,u5315,Excellent multilingual support — handled code-switching well. The AI made assumptions about my background.,3.1,4,15.52299,9.948094,2.9119399,Cluster 4,Excellent multilingual support — handled code-switching well. The AI made assumptions about my backg...
2026-01-06 03:00:00,u9201,Excellent multilingual support — handled code-switching well. Very thorough and respectful response.,2.1,4,-10.560166,-4.066004,-6.277755,Cluster 4,Excellent multilingual support — handled code-switching well. Very thorough and respectful response....
2026-01-06 04:00:00,u3927,"Safety filter was too aggressive for a benign cultural question. Great answer, but missed the nuance of my local dialect.",1.4,1,4.490238,7.708605,9.284981,Cluster 1,"Safety filter was too aggressive for a benign cultural question. Great answer, but missed the nuance..."
